,title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,genre
793,Meet Again - VIVID Remix,Mark Sixma,44,0.568,0.815,8,-2.958,1,0.042,0.0212,0.0,0.275,0.373,124.027,6Fa2ZuCZ6M7Wje5BFozAXb,210946,4,edm
794,Hype,Sunstars,50,0.664,0.956,9,-3.585,1,0.0676,0.00234,0.0532,0.335,0.566,127.943,3ONrCVkHj8jYuRKcVSQIxH,114375,4,edm
795,Born Yesterday,Tritonal,54,0.566,0.853,0,-4.48,0,0.0811,0.276,0.0187,0.579,0.134,129.982,4G55pTc04WhcDGh7VUCOkT,395077,4,edm
796,Old school Vibe,Slamtype,40,0.76,0.923,9,-4.604,1,0.0463,0.024,0.0235,0.248,0.506,124.997,549dYOSNq7Lr7d1w04uzva,161280,4,edm
797,El Toro - Futuristic Polar Bears Remix,Qulinez,2,0.518,0.975,1,-4.122,1,0.0446,0.0066,0.0126,0.341,0.234,126.07,7GQuWq9p0UoBBRtN8MIZce,164733,4,edm
798,Pacifier,Dimitri Vangelis & Wyman,42,0.558,0.982,7,-5.636,1,0.0552,0.000214,0.918,0.217,0.207,128.015,0pPUMuFksoTrHXywZYmXi8,150996,4,edm
799,Waste My Time,Swanky Tunes,36,0.395,0.718,6,-5.28,0,0.0786,0.0386,0.0108,0.185,0.64,121.335,37Eym56lRCGa8TYO15ZGDy,199355,4,edm
800,Astro,Toby Green,39,0.471,0.979,1,-5.944,0,0.499,0.000757,0.194,0.159,0.12,130.126,0cN1HSqR8CEtlj17sVyOvP,177231,4,edm
801,Moving Mountains,Wolfpack,44,0.742,0.871,7,-4.039,1,0.0824,0.000216,0.00195,0.121,0.214,127.999,5RAUwb7ubeBc4jEDp86TMB,206309,4,edm
802,Sound of the Jungle,D.A Odin,31,0.599,0.919,11,-5.803,1,0.041,0.00452,0.615,0.0521,0.374,127.909,7DLDhdR9z6o0XKieRV1wuH,187861,4,edm
803,Axiom,Thomas Mengel,36,0.577,0.864,2,-5.071,0,0.0473,0.00448,0.546,0.054,0.0374,128.003,2IBSGUHw7wlAxTUUMGvcMh,201359,4,edm
804,Fire,Duguneh,35,0.629,0.985,9,-3.619,0,0.0714,0.0526,0.269,0.235,0.304,127.983,0FIiMxpvmBSmtk10D6IuAH,157814,4,edm
805,Therapy,Duke Dumont,58,0.521,0.888,4,-5.645,0,0.0443,0.00247,0.00108,0.115,0.115,125.986,0AlHwHvgbjkRKDaTI6YDHD,220476,4,edm
806,Work It - Edit,Monki,53,0.648,0.731,10,-7.769,0,0.0365,0.000161,0.879,0.223,0.0379,126.009,3oxkovxOKLaXfbMsa80061,219112,4,edm
807,You,Morgan Page,47,0.629,0.928,1,-5.245,1,0.061,0.0216,0.88,0.359,0.835,127.989,2lecxeZxPiK58oaDMmP7Mi,144531,4,edm
808,I'm Back,RevoideN,37,0.675,0.932,1,-2.063,1,0.194,0.0418,0.674,0.148,0.654,127.963,5jA9xR3YjPBa7U91luwl96,147192,4,edm
809,Space & Time,Wh0,35,0.699,0.946,6,-5.067,0,0.0703,0.00765,0.82,0.0408,0.784,124.985,7hC0xzC3mCtooI9Qudf6xk,224640,4,edm
810,Hype,Riggi & Piros,37,0.673,0.868,4,-5.578,1,0.0566,0.0164,0.596,0.399,0.158,128.017,41J7KPc6Xb8NH29jjgfVFo,173438,4,edm
811,Swing - Vini Vici & WHITENO1SE Remix,Sofi Tukker,40,0.339,0.953,1,-4.554,1,0.0799,0.00087,0.643,0.147,0.159,103.558,5eyEn1UuoUlvWekEIukBbC,224348,3,edm
812,Drown (feat. Clinton Kane) - Nicky Romero Remix,Martin Garrix,62,0.589,0.698,6,-5.491,0,0.0553,0.0355,0.0,0.0773,0.437,126.094,5aRwLXpWjgXmwoJvXoYvCq,187381,4,edm
813,Redline,ARTY,31,0.652,0.924,1,-3.982,1,0.101,0.202,0.0302,0.124,0.4,127.915,7nOmCW7naa26COu6dWhyMr,190312,4,edm
814,Know You,Jay Eskar,42,0.622,0.981,5,-1.766,0,0.0682,0.00229,0.000186,0.508,0.23,128.011,21AwRXJcrb0rq0SaCnzk01,153750,4,edm
815,rock n rik,ricky retro,40,0.71,0.936,4,-4.987,0,0.213,0.00238,0.121,0.0846,0.929,128.969,3bbLwsSlU5iB5ZZrDntxOv,152791,4,edm
816,All That I Can,ALPHA 9,46,0.511,0.982,9,-3.326,0,0.0315,0.00119,0.000511,0.342,0.906,126.001,2EtwxAprswAqDZ3uRq8pr8,217619,4,edm
817,Chains (with Project 46),Kaskade,59,0.638,0.761,0,-5.316,1,0.0363,0.0157,0.113,0.103,0.176,126.994,7wMABXUD4FxX66u3eG1ax8,223041,4,edm
818,Drive,Zantzo,34,0.698,0.648,9,-5.274,0,0.0392,0.299,0.0,0.143,0.768,128.035,74oU6ybtPslVklKaoGvHnm,198047,4,edm
819,Coming Down - Dux n Bass Remix,Sikdope,43,0.585,0.948,8,-2.658,0,0.13,0.00274,0.525,0.416,0.478,175.11,38Rzz4JOpJ6mjoWxEU3gZg,137143,4,edm
820,Safari,Michael Mendoza,32,0.278,0.923,0,-4.661,1,0.0934,0.0151,0.906,0.312,0.261,187.228,473Oq1pusAtbuBgV7AvcaH,155625,3,edm
821,Paint The Sky - Club Mix,Mark Sixma,41,0.552,0.887,7,-4.94,1,0.0421,0.000493,0.0333,0.494,0.148,130.139,0rCeA8skFNbcZetn1mBzAM,206769,4,edm
822,Live For Tonight,Super8 & Tab,43,0.559,0.912,7,-5.929,0,0.0529,0.00813,0.0895,0.422,0.415,128.021,6ubzP72gvwiVsPYaLbARsO,196992,4,edm
823,Just Go With It,DJ Kirk,37,0.734,0.86,11,-4.458,1,0.039,9.7e-05,0.876,0.0903,0.376,127.996,5TlGJZusGYoMLOroef1SO4,307500,4,edm
824,Obey,Duke Dumont,54,0.686,0.895,6,-5.14,1,0.0586,0.000153,0.68,0.102,0.838,128.015,0wYJthlYqptzzneYqMCExU,178125,4,edm
825,Desire,Eli Brown,49,0.581,0.931,5,-5.597,0,0.0462,0.00165,0.335,0.0737,0.6,124.984,33yWC2Sf9kdjF9T4es4y6I,155605,4,edm
826,Pyro,Koos,34,0.696,0.883,11,-7.421,0,0.178,0.00506,0.849,0.122,0.179,128.0,4NFHCQx4IcrNPERC8Vn79a,187573,4,edm
827,GOT REAL,JOYRYDE,52,0.87,0.958,6,-3.649,0,0.162,0.00542,0.0678,0.566,0.741,127.009,3ZNUTqogBIAOxyFE34FlRu,272126,4,edm
828,Astronomia,Vicetone,83,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,3hWfKBt3n7j1xqIy6LA5ve,198095,4,edm
829,Together,Space Corps,30,0.683,0.782,5,-3.058,1,0.04,0.00651,0.0179,0.0781,0.204,132.015,3Fg6jSY7fvMRhbB8t1Jtxa,226491,4,edm
830,Cards,Sybranax,31,0.708,0.896,1,-3.861,0,0.0478,0.0557,0.00288,0.246,0.494,128.05,1ccFqw0622Uh8IGiCz8I8e,172510,4,edm
831,Percu Social Club,Sandjake,33,0.828,0.687,7,-8.044,1,0.053,0.0218,0.745,0.105,0.528,124.993,6j7ShkX2wTd7pXSmRQQtrK,222720,4,edm
832,OCB,Malaa,52,0.781,0.941,1,-6.853,1,0.0696,0.0415,0.93,0.0183,0.496,125.019,4fs4MJMbe10cgpF0cvTtb8,253440,4,edm
833,ENERGY,EC Twins,48,0.597,0.939,4,-3.062,0,0.0553,0.000414,0.586,0.152,0.151,125.014,6aIu2OsmzRP4PbHbelXgfp,188160,4,edm
834,Keep The Love - Tom Staar Remix,Money Chocolate,42,0.604,0.989,0,-4.745,1,0.0722,0.00133,0.0429,0.108,0.118,123.956,3FnsZSRG13NVRg00B1Tfeh,191607,4,edm
835,Tukana,XENDER,30,0.385,0.888,10,-6.624,0,0.0449,0.0205,0.786,0.101,0.379,103.543,2u1FI6bIpe9tocTcpsUZps,203077,3,edm
836,Turn It Up,Armin van Buuren,60,0.582,0.953,5,-6.113,0,0.0567,0.00136,0.00197,0.324,0.12,138.025,0yrlRdgnfEFvk5zlZ9yCKy,172174,4,edm
837,COASTED - Jay Robinson Remix,deadmau5,52,0.803,0.891,7,-7.041,1,0.059,0.0171,0.943,0.0526,0.0678,124.005,4qWW8EMF7J4EbQ2VzUCpxG,327529,4,edm
838,WOW,Tiësto,66,0.6,0.99,6,-3.016,1,0.337,0.00116,0.52,0.124,0.192,127.954,3qPXWPkEZgUhUgPifbE99z,148125,4,edm
839,Hooked - My Nu Leng Remix,Notion,37,0.648,0.979,11,-4.612,0,0.0698,0.00612,0.245,0.059,0.274,129.982,677znmm5HHoucfGs3Ohf82,209904,4,edm
840,All the Time - Don Diablo Remix,Zara Larsson,71,0.675,0.931,1,-3.432,0,0.0742,0.0794,2.33e-05,0.11,0.613,124.008,1z1Hg7Vb0AhHDiEmnDE79l,176616,4,edm
841,Call You Mine (feat. Bebe Rexha) - Keanu Silva Remix,The Chainsmokers,60,0.718,0.93,7,-3.778,1,0.101,0.0287,9.43e-06,0.204,0.278,121.956,75FpbthrwQmzHlBJLuGdC7,169093,4,edm
842,South of the Border (feat. Camila Cabello & Cardi B) - Andy Jarvis Remix,Ed Sheeran,60,0.805,0.835,0,-4.603,1,0.0896,0.13,5.03e-06,0.365,0.722,125.027,1EJgymgJHcjSOGSHcYaxvW,188230,4,edm
843,Ride It - Jonas Blue Remix,Regard,71,0.689,0.946,7,-3.814,0,0.0397,0.00658,0.00189,0.262,0.392,125.037,2ONRkpOJ6X91GMXMthtT0M,182400,4,edm
844,To Die For - Madism Remix,Sam Smith,57,0.596,0.657,0,-5.108,1,0.0387,0.646,0.0,0.102,0.321,102.054,0lV1nrpDhrDtCQNsnjIr3v,161538,4,edm
845,All My Friends - Eden Prince Remix,AJ Mitchell,56,0.694,0.901,1,-4.322,0,0.0948,0.0702,0.0,0.427,0.368,118.051,5WaXMQMlQpq8pwIdaFP43L,173548,4,edm
846,Flames (with ZAYN) - GATTÜSO Remix,R3HAB,50,0.547,0.859,5,-3.762,0,0.0392,0.0569,0.0,0.271,0.379,128.05,65fuIKcApqlMU4gVnptigx,212344,4,edm
847,Beautiful People (feat. Khalid) - Jack Wins Remix,Ed Sheeran,64,0.675,0.919,8,-5.385,1,0.127,0.0799,0.0,0.143,0.585,124.982,7fvUMiyapMsRRxr07cU8Ef,163049,4,edm
848,You should be sad - Tiësto Remix,Halsey,65,0.663,0.791,2,-4.394,1,0.0375,0.0628,0.0,0.592,0.793,121.994,4RpB1YWVr3srDU7Ipfp6d4,145574,4,edm
849,Hate Me - R3HAB Remix,Ellie Goulding,64,0.437,0.774,8,-4.918,1,0.0554,0.148,0.0,0.133,0.329,123.125,3iJeF2izF1QcpCgUc97BLl,203733,4,edm
850,Torn - KREAM Remix,Ava Max,63,0.742,0.864,0,-5.06,1,0.0976,0.00141,0.00467,0.241,0.727,125.032,7AasLZ4TYgh7dbJXZxcZVE,169935,4,edm
851,This City - Frank Walker Remix,Sam Fischer,61,0.68,0.806,11,-4.038,1,0.126,0.154,0.0,0.458,0.383,98.069,5SN8Y8Q430cJL4kqboNYlf,170204,4,edm
852,Memories - Dillon Francis Remix,Maroon 5,66,0.726,0.815,11,-4.969,1,0.0373,0.0724,0.00421,0.357,0.693,99.972,0r7CVbZTWZgbTCYdfa2P31,162600,4,edm
853,If The World Was Ending (feat. Julia Michaels) - Other Remix,JP Saxe,48,0.687,0.475,1,-9.341,1,0.324,0.193,1.59e-06,0.106,0.491,90.557,2M1qqxkPYZ6gOEe5YlJ7mn,159560,4,edm
854,What If I Told You That I Love You - Don Diablo Remix,Ali Gatie,62,0.746,0.631,7,-6.474,1,0.0953,0.55,0.0,0.211,0.341,104.911,1J5ubGIOlUBT3t3WgfYidN,157714,4,edm
855,I Don't Care (with Justin Bieber) - Loud Luxury Remix,Ed Sheeran,64,0.748,0.916,6,-2.634,1,0.0583,0.102,0.0,0.0653,0.518,122.036,6f807x0ima9a1j3VPbc7VN,194754,4,edm
856,If I Can't Have You - Gryffin Remix,Shawn Mendes,67,0.642,0.818,2,-4.552,1,0.032,0.0567,0.0,0.0919,0.59,124.957,1IXGILkPm0tOCNeq00kCPa,253040,4,edm
857,No Judgement - Steve Void Remix,Niall Horan,53,0.729,0.708,1,-5.45,0,0.0821,0.0911,0.0,0.549,0.885,122.02,0GJNhouN5K0XjWZL5LmA7u,161311,4,edm
858,Surrender - Martin Jensen Remix,Natalie Taylor,61,0.678,0.579,8,-7.174,1,0.0313,0.0652,0.000178,0.109,0.326,124.035,57YMEPQhEy5F5Q715mW0n8,195484,4,edm
859,Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,Ed Sheeran,52,0.679,0.923,6,-6.5,1,0.181,0.146,4.92e-06,0.124,0.752,121.984,3eFJI470ALf1EYjywPRsJy,207894,4,edm
860,Body On My,Loud Luxury,66,0.744,0.726,1,-4.675,1,0.0463,0.0399,0.0,0.374,0.687,121.985,6e0CvGZf7CouOpYF8toXHC,192507,4,edm
861,SOS - Laidback Luke Tribute Remix / Radio Edit,Avicii,69,0.572,0.915,5,-4.451,0,0.0625,0.0111,0.0,0.339,0.678,123.919,3eLdNmnRWr9gIyBcqTSSti,164516,4,edm
862,Never Really Over - R3HAB Remix,Katy Perry,60,0.449,0.856,5,-4.788,0,0.0623,0.187,0.0,0.176,0.152,112.648,2OAylPUDDfwRGfe0lYqlCQ,187675,4,edm
863,White Mercedes - EDX's Miami Sunset Remix,Charli XCX,56,0.846,0.773,5,-3.503,1,0.0473,0.0141,2.23e-05,0.204,0.586,124.008,5scxjvcdozadBoRRN0UMaM,200444,4,edm
864,Slow Dance (feat. Ava Max) - Sam Feldt Remix,AJ Mitchell,72,0.732,0.85,1,-5.999,1,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,2wenGTypSYHXl1sN1pNC7X,193548,4,edm
865,Happiest Year - Sam Feldt Remix,Jaymes Young,58,0.67,0.849,1,-6.306,1,0.0393,0.0977,0.00217,0.0983,0.375,126.011,5gQlZDf1okAKlIeRLSlVr1,196667,4,edm
866,Love Lockdown,Jordan Magro,54,0.679,0.922,6,-5.127,0,0.113,0.0257,2.08e-05,0.0874,0.129,124.093,1oQ2ePY2vdKBtuX7bSix3k,192174,4,edm
867,What Am I - SONDR Remix,Why Don't We,35,0.542,0.84,0,-5.283,0,0.0419,0.0336,8.45e-05,0.277,0.509,118.02,3utdq3dPLVD4r7Vv9BnCAI,180361,4,edm
868,Mother - Fedde Le Grand Remix,Charlie Puth,53,0.641,0.869,11,-4.754,1,0.0423,0.0319,0.00131,0.403,0.358,128.091,1aT7vltGhkjyMI3F3aO3A4,178125,4,edm
869,Freaking Me Out - Keanu Silva Remix,Ava Max,53,0.755,0.931,1,-4.104,0,0.0606,0.132,0.0271,0.0854,0.288,122.041,478QYNLw6dhTTx4oEkhBeq,177466,4,edm
870,Stand By Me - Tiësto Remix,John Newman,54,0.712,0.746,8,-6.685,1,0.0423,0.0116,1.97e-06,0.506,0.402,100.019,6RCnQiN2cIFio77YAxObWB,169357,4,edm
871,Blinding Lights - Major Lazer Remix,The Weeknd,65,0.682,0.725,0,-4.959,0,0.111,0.359,0.000316,0.571,0.679,112.24,68kQQv6idXUcXIf1n59Y3i,197961,5,edm
872,Ruin My Life - Steve James Remix,Zara Larsson,56,0.723,0.837,11,-6.487,1,0.0389,0.0103,0.000477,0.0834,0.643,123.952,0Fc9QSMX6fgEBgDjUax7t7,177097,4,edm
873,Kings & Queens - MOTi Remix,Ava Max,65,0.638,0.75,1,-5.244,0,0.0754,0.0364,0.0,0.369,0.65,125.958,31LLpb0q1phhd3sRxIsdLz,180952,4,edm
874,Physical - Ofenbach Remix,Dua Lipa,59,0.665,0.903,9,-4.933,0,0.0856,0.000384,0.0132,0.292,0.537,132.013,2bKkSPdLPRwEPXulBKTdGl,173645,4,edm
875,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,Martin Garrix,61,0.69,0.78,5,-4.446,0,0.0594,0.00733,0.00183,0.0729,0.238,126.07,55nMnifaQWKe3f9cbwOXwx,255238,4,edm
876,Love Like Tequila - LIZOT Remix,David Taylor,50,0.777,0.91,7,-5.079,1,0.0526,0.00388,5.22e-06,0.117,0.661,124.01,3mO3ACxyfghAY1Mg0u5lVd,136201,4,edm
877,Someone You Loved - Future Humans Remix,Lewis Capaldi,66,0.65,0.833,1,-4.672,1,0.0359,0.0803,0.0,0.0833,0.725,123.976,1e8PAfcKUYoKkxPhrHqw4x,189052,4,edm
878,Arms Around Me - Bad Paris Remix,Starley,54,0.749,0.751,10,-3.831,1,0.0348,0.0198,0.0,0.0341,0.387,114.026,5KtlHyEw7BMr1uSw2eG28p,189560,4,edm
879,Can't Feel My Face,Steve Void,70,0.713,0.7,9,-7.836,0,0.164,0.552,5.4e-05,0.216,0.119,120.015,4DSR2cb7UzNxOk6JF8lSU6,165056,4,edm
880,Let It Be Me - Sondr Remix,Steve Aoki,33,0.467,0.821,7,-5.466,1,0.0934,0.00791,0.000441,0.131,0.232,122.676,2v3DuCVBbopteJqdM7aKQK,185366,4,edm
881,Dancing With A Stranger (With Normani) - Cheat Codes Remix,Sam Smith,67,0.746,0.557,1,-6.722,1,0.0542,0.103,0.0036,0.138,0.324,111.961,0GfS3y8Jd7SHWd9R51s7Fo,159404,4,edm
882,Hold Me While You Wait - Steve Void Remix,Lewis Capaldi,59,0.675,0.76,11,-7.037,1,0.0434,0.104,0.0,0.33,0.468,124.933,5dy3WUywjZcalTno1io8TQ,172800,4,edm
883,Signs - Eden Prince Remix,Starley,53,0.702,0.814,0,-7.51,0,0.0841,0.107,3.03e-05,0.374,0.503,121.993,4YaU1EjXIkdRdkOI4cCZys,172000,4,edm
884,Sweater Weather,Gaullin,71,0.57,0.873,5,-5.188,0,0.07,0.00853,0.0,0.365,0.236,125.086,6siDDghVE7fxel5o7fE4OF,171133,4,edm
885,Gone - The Wild Remix,Charli XCX,58,0.64,0.838,6,-4.203,1,0.0416,0.0588,1.99e-05,0.0424,0.587,124.081,79zGYOcAe2VmJsyQiJX31a,193861,4,edm
886,How To Be Lonely - Sam Feldt Remix,Rita Ora,49,0.393,0.891,7,-4.347,1,0.0485,0.0486,9.65e-06,0.149,0.357,131.08,326db8RfO15mMIBTVxPfsl,191829,4,edm
887,When It Comes To You - Benny Benassi & BB Team Remix,Sean Paul,57,0.789,0.893,10,-4.364,0,0.168,0.0538,0.0,0.221,0.41,121.956,2k4c9ZAlIYHyXiJ4i20FO7,144073,4,edm
888,Make You Mine - habitat remix,PUBLIC,48,0.771,0.73,6,-7.476,0,0.0682,0.0183,9.39e-05,0.0972,0.55,126.996,2avk5F4bDVfgpqettQOj53,225250,4,edm
889,Trampoline - Dave Audé Remix,SHAED,4,0.607,0.955,7,-3.613,0,0.102,0.0163,0.121,0.0725,0.501,125.984,6EDH26ppl7R8oV4tGilCkS,230476,4,edm
890,Conversations in the Dark - John Legend vs. David Guetta,John Legend,73,0.572,0.742,8,-4.589,0,0.0347,0.245,0.0,0.108,0.376,127.19,20d27F17AZOxTJOEHAVK2Y,210236,4,edm
891,Kissing Other People - Menrva Remix,Lennon Stella,51,0.757,0.694,11,-5.58,0,0.0389,0.0244,0.00171,0.112,0.392,119.951,6w5Rn9AGOP0onMPc7e4iU1,172973,4,edm
892,SAD - Imanbek xxx Remix,Rasster,65,0.746,0.757,5,-6.078,0,0.054,0.491,0.00124,0.0863,0.499,124.992,4x5ymi4akay9Fq5Xm1PW3E,174720,4,edm
893,Running - GRYNN Remix,Arlissa,26,0.639,0.713,10,-4.682,1,0.0521,0.0351,0.0,0.158,0.31,125.114,4FK9oBVsVapv5ALJYOZjPN,191280,4,edm
894,Paradise - Bazzi vs. Black Caviar Remix,Bazzi vs.,51,0.728,0.815,11,-2.878,0,0.046,0.00223,0.000317,0.101,0.681,124.019,5Vwgf4MVO0vLv8fbxaGGiW,218015,4,edm
895,BLUE - Mike Williams Remix,Tiësto,59,0.644,0.921,11,-3.201,1,0.045,0.00814,0.000371,0.355,0.577,128.015,10WrTQMhZu2gocF8UB6obr,191733,4,edm
896,With You - Dexter Remix,Kaskade,51,0.679,0.786,1,-6.918,0,0.132,0.119,5.89e-06,0.224,0.47,126.092,1nwoWaqzB30bD4IPqRNuex,196613,4,edm
897,Dancing Next To Me - Syn Cole Remix,Syn Cole,45,0.723,0.788,4,-4.463,1,0.0295,0.175,0.00175,0.114,0.794,119.998,5D6kHSj1zJGduaRn9LEZke,180000,4,edm
898,Heaven - David Guetta & MORTEN Remix,Avicii,69,0.572,0.934,6,-5.053,0,0.0446,0.00292,0.0198,0.105,0.204,125.948,4QAUGy6k7c3IOAhgWz52r7,215238,4,edm
899,Quite Miss Home - MRK Remix,James Arthur,51,0.728,0.888,7,-4.026,0,0.0369,0.00231,7.39e-06,0.302,0.711,127.974,1GRRsLuoIH3Lkl2L23HEiK,201080,4,edm
900,Boyfriend - 220 KID Remix,Mabel,52,0.758,0.806,11,-7.389,0,0.0737,0.245,0.000328,0.101,0.769,120.989,4b3hiZvFq6MUAA5A3NeDFz,194653,4,edm
901,American Boy - Brooks Remix,Estelle,54,0.609,0.764,5,-4.564,0,0.111,0.0994,0.0,0.197,0.531,128.082,6B2NRQjtSOtqi67d72r5cx,200625,4,edm
902,Love Me Less (feat. Quinn XCII) - Party Pupils Remix,MAX,51,0.748,0.831,1,-5.029,1,0.115,0.0823,7.36e-05,0.0757,0.894,128.024,4sLtguRBis05qfsBgJ1IdN,185273,4,edm
903,The Other Side (from Trolls World Tour) - Oliver Heldens Remix,SZA,62,0.657,0.769,7,-5.146,1,0.171,0.0353,1.29e-05,0.0959,0.684,122.98,0TAvqTEYJoXRnt12oNN4MG,236108,4,edm
904,LOVE IN THE DARK - Dzeko Remix,Jessie Reyez,60,0.659,0.764,11,-5.885,0,0.0431,0.00501,9.33e-05,0.496,0.328,126.024,4jz8GieObBxUrBGPe5gyak,253810,4,edm
905,He Don't Love Me - MAKJ Remix,Winona Oak,53,0.772,0.892,9,-4.573,1,0.0371,0.0355,0.0844,0.0829,0.111,125.003,0PCM8XQ5isTj3ismPtYsoI,222912,4,edm
906,One Thing Right - Firebeatz Remix,Marshmello,65,0.682,0.851,1,-7.117,0,0.0363,0.0146,0.000834,0.0289,0.348,126.0,2M9GeaCQXrV12J0wzBxIwi,192381,4,edm
907,Know Your Worth,Khalid,87,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,0TrPqhAMoaKUFLR7iYDokf,181436,4,edm
908,I Don't Wanna Know,Billy Da Kid,52,0.578,0.933,7,-2.908,1,0.0581,0.0307,2.49e-06,0.359,0.588,118.093,1sFiaSjkDyGpuZKCiBHnHt,137131,4,edm
909,Roses - Imanbek Remix,SAINt JHN,86,0.784,0.721,8,-5.457,1,0.0506,0.0149,0.00424,0.285,0.895,121.966,7fPuWrlpwDcHm5aHCH5D9t,176219,4,edm
910,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,The Chainsmokers,53,0.62,0.889,11,-3.785,1,0.0352,0.0163,1.86e-05,0.395,0.422,110.018,4sqABRRGU7CzcHXCyxUzFw,205093,4,edm
911,Unlove You - Nicky Romero Remix,Armin van Buuren,52,0.367,0.815,3,-4.012,0,0.123,0.0144,0.0,0.232,0.442,118.794,1euEMWtuw87OGTPcHkqjAK,199922,4,edm
912,Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix,David Guetta,64,0.678,0.747,10,-5.289,0,0.165,0.0395,0.0,0.174,0.516,120.002,3TjLsDgL0bTbSQIF6M5Ki8,189375,4,edm
913,Always - Alan Walker Remix,Gavin James,35,0.697,0.741,4,-6.985,1,0.052,0.00212,1.06e-06,0.606,0.0572,123.043,6oxbz25lKWOjydjr804rUK,195960,4,edm
914,Outta My Head - R3HAB Remix,Love Harder,51,0.693,0.73,9,-7.896,0,0.0472,0.0176,0.0,0.171,0.486,125.959,3Rq1aCqQLZFooqdmMqpkx6,135417,4,edm
915,Day 'N' Nite - Martin Jensen Edit,Stefy De Cicco,73,0.766,0.849,11,-5.42,0,0.0361,0.0611,0.0809,0.0536,0.589,125.033,0ou367q5bmco9pZNxq80iD,166200,4,edm
916,Close To Me (with Diplo) (feat. Swae Lee) - CID Remix,Ellie Goulding,1,0.663,0.905,1,-3.781,0,0.0511,0.0325,0.0,0.333,0.397,125.996,1zzOMDmkRZy0g9f4JTAZKn,175000,4,edm
917,Crash Into Me - Settle Down Steavis Aoki Remix,Steve Aoki,28,0.535,0.956,1,-2.996,0,0.0343,0.000609,0.0109,0.262,0.12,127.984,5rxKInBVj0QE87KenyDiLf,266719,4,edm
918,Million Pieces - M-22 Remix,Bastille,49,0.64,0.992,4,-3.318,0,0.0585,0.0832,0.0083,0.109,0.479,123.951,08rBIlTMXlF5uEHobZglxv,166237,4,edm
919,Don't Leave Me Alone (feat. Anne-Marie) - EDX's Indian Summer Remix,David Guetta,60,0.684,0.818,4,-4.477,0,0.128,0.0469,3.39e-06,0.119,0.336,123.938,1mC2UjWt25Oixtqu7C6suL,210968,4,edm
920,Spicy - Majestic Remix,Herve Pagez,47,0.814,0.838,11,-5.547,1,0.0763,0.001,0.0223,0.0185,0.959,121.978,4Q9iBGT9b9CVTtDwsgQWnl,255861,4,edm
921,Harleys In Hawaii - KANDY Remix,Katy Perry,56,0.661,0.796,10,-5.513,0,0.154,0.143,0.0,0.276,0.472,128.072,5EECgBC0NjIaUd8ke9YYTo,165010,4,edm
922,Money - R3HAB Remix,Miquela,47,0.676,0.799,5,-5.66,1,0.0488,0.0141,3.7e-05,0.13,0.377,128.019,3904gSFUWoEMRjDMQK7BSc,145547,4,edm
923,React - Cash Cash Remix,The Pussycat Dolls,54,0.662,0.879,10,-3.947,0,0.171,0.123,0.0,0.292,0.24,124.071,5lCNCMMEHynTqZS9W1xvs1,195605,4,edm
924,Highest In The Room,Koosen,55,0.742,0.699,5,-7.458,0,0.0449,0.436,0.000529,0.147,0.428,124.98,2QWlNp5aSGzGnNsgCpCWXD,173750,4,edm
925,Side Effects - Fedde Le Grand Remix,The Chainsmokers,61,0.633,0.854,0,-4.046,0,0.0432,0.0382,2.83e-05,0.434,0.659,126.026,7FDaS1k08rwMoAThmzUkOZ,172360,4,edm
926,bad guy (with Justin Bieber),Billie Eilish,78,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,3yNZ5r3LKfdmjoS3gkhUCT,194840,4,edm
927,Stupid Love,Lady Gaga,86,0.676,0.815,8,-4.294,1,0.0625,0.00146,0.00041,0.275,0.796,117.973,2kJu14V7hbZw3I4K8L8SXb,193531,4,edm
928,Que Calor (with J Balvin & El Alfa) - La Fuente Remix,Major Lazer,36,0.721,0.748,7,-6.994,0,0.0468,0.000619,0.691,0.0834,0.797,126.038,2DijYIDcbVXwJx51Bg9AbA,245253,4,edm
929,One Dance,DMNDS,56,0.727,0.96,8,-2.822,1,0.0972,0.0163,0.00102,0.346,0.389,121.051,474mIv8mtrd1T31tR4pnCR,151054,4,edm
930,Lalala - Oliver Heldens Remix,Y2K,62,0.751,0.8,2,-6.398,1,0.0375,0.000461,0.000521,0.132,0.48,126.007,2nA2F3JwEj3FoR9Pxgnkln,249547,4,edm
931,Don't Leave Me Lonely (feat. Yebba) - Claptone Remix,Mark Ronson,57,0.784,0.779,8,-5.48,1,0.0387,0.0357,0.025,0.0245,0.459,124.994,6LCsZ8ARrIq0n9nr6gM2ru,216714,4,edm
